test all
test0_pumpkin xxmf spice xxmf creamer_1,test0_pumpkin xxmf spice xxmf creamer_2,test0_pumpkin xxmf spice xxmf creamer_5,test0_pumpkin xxmf spice xxmf creamer_4,test0_pumpkin xxmf spice xxmf creamer_3,test0_milk_1,test0_milk_2,test0_milk_5,test0_milk_4,test0_milk_3,test0_graoe xxmf juice_1,test0_graoe xxmf juice_2,test0_graoe xxmf juice_5,test0_graoe xxmf juice_4,test0_graoe xxmf juice_3,test1_pumpkin xxmf spice xxmf creamer_1,test1_pumpkin xxmf spice xxmf creamer_2,test1_pumpkin xxmf spice xxmf creamer_5,test1_pumpkin xxmf spice xxmf creamer_4,test1_pumpkin xxmf spice xxmf creamer_3,test1_milk_1,test1_milk_2,test1_milk_5,test1_milk_4,test1_milk_3,test1_graoe xxmf juice_1,test1_graoe xxmf juice_2,test1_graoe xxmf juice_5,test1_graoe xxmf juice_4,test1_graoe xxmf juice_3,test2_pumpkin xxmf spice xxmf creamer_1,test2_pumpkin xxmf spice xxmf creamer_2,test2_pumpkin xxmf spice xxmf creamer_5,test2_pumpkin xxmf spice xxmf creamer_4,test2_pumpkin xxmf spice xxmf creamer_3,test2_milk_1,test2_milk_2,test2_milk_5,test2_milk_4,test2_milk_3,test2_graoe xxmf juice_1,test2_graoe xxmf juice_2,test2_graoe xxmf juice_5,test2_graoe xxmf juice_4,test2_graoe xxmf juice_3
pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,milk,milk,milk,milk,milk,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,milk,milk,milk,pumpkin xxmf spice xxmf creamer,milk,milk,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,milk,milk,milk,milk,milk,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice
0.95566255,0.96908814,0.9214991,0.95906997,0.9140747,0.95317954,0.99076045,0.97035396,0.9890148,0.99275476,0.9936453,0.8946414,0.9890859,0.980441,0.92566943,0.79776007,0.9213387,0.56764185,0.93905956,0.9268734,0.9877962,0.99115753,0.9692907,0.9610261,0.97830486,0.98813266,0.96294636,0.80526197,0.9110848,0.61222196,0.7396074,0.79555786,0.64384377,0.63390344,0.8225325,0.9625338,0.95838314,0.9826087,0.9531791,0.96868056,0.8249349,0.7534883,0.4762293,0.45251754,0.52258575
test0
test0_pumpkin xxmf spice xxmf creamer_1,test0_pumpkin xxmf spice xxmf creamer_2,test0_pumpkin xxmf spice xxmf creamer_5,test0_pumpkin xxmf spice xxmf creamer_4,test0_pumpkin xxmf spice xxmf creamer_3,test0_milk_1,test0_milk_2,test0_milk_5,test0_milk_4,test0_milk_3,test0_graoe xxmf juice_1,test0_graoe xxmf juice_2,test0_graoe xxmf juice_5,test0_graoe xxmf juice_4,test0_graoe xxmf juice_3
pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,milk,milk,milk,milk,milk,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice
0.95566255,0.96908814,0.9214991,0.95906997,0.9140747,0.95317954,0.99076045,0.97035396,0.9890148,0.99275476,0.9936453,0.8946414,0.9890859,0.980441,0.92566943
test
test1_pumpkin xxmf spice xxmf creamer_1,test1_pumpkin xxmf spice xxmf creamer_2,test1_pumpkin xxmf spice xxmf creamer_5,test1_pumpkin xxmf spice xxmf creamer_4,test1_pumpkin xxmf spice xxmf creamer_3,test1_milk_1,test1_milk_2,test1_milk_5,test1_milk_4,test1_milk_3,test1_graoe xxmf juice_1,test1_graoe xxmf juice_2,test1_graoe xxmf juice_5,test1_graoe xxmf juice_4,test1_graoe xxmf juice_3
pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,pumpkin xxmf spice xxmf creamer,milk,milk,milk,pumpkin xxmf spice xxmf creamer,milk,milk,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice,graoe xxmf juice
0.79776007,0.9213387,0.56764185,0.93905956,0.9268734,0.9877962,0.99115753,0.9692907,0.9610261,0.97830486,0.98813266,0.96294636,0.80526197,0.9110848,0.61222196
