test all
test0_brandy_1,test0_brandy_2,test0_brandy_5,test0_brandy_4,test0_brandy_3,test0_gin_1,test0_gin_2,test0_gin_5,test0_gin_4,test0_gin_3,test0_vanilla xxmf syrup xxmf _1,test0_vanilla xxmf syrup xxmf _2,test0_vanilla xxmf syrup xxmf _5,test0_vanilla xxmf syrup xxmf _4,test0_vanilla xxmf syrup xxmf _3,test1_brandy_1,test1_brandy_2,test1_brandy_5,test1_brandy_4,test1_brandy_3,test1_gin_1,test1_gin_2,test1_gin_5,test1_gin_4,test1_gin_3,test1_vanilla xxmf syrup xxmf _1,test1_vanilla xxmf syrup xxmf _2,test1_vanilla xxmf syrup xxmf _5,test1_vanilla xxmf syrup xxmf _4,test1_vanilla xxmf syrup xxmf _3,test2_brandy_1,test2_brandy_2,test2_brandy_5,test2_brandy_4,test2_brandy_3,test2_gin_1,test2_gin_2,test2_gin_5,test2_gin_4,test2_gin_3,test2_vanilla xxmf syrup xxmf _1,test2_vanilla xxmf syrup xxmf _2,test2_vanilla xxmf syrup xxmf _5,test2_vanilla xxmf syrup xxmf _4,test2_vanilla xxmf syrup xxmf _3
brandy,brandy,brandy,brandy,brandy,gin,gin,gin,gin,gin,gin,gin,vanilla xxmf syrup xxmf,vanilla xxmf syrup xxmf,gin,brandy,brandy,brandy,brandy,brandy,gin,gin,gin,gin,gin,vanilla xxmf syrup xxmf,vanilla xxmf syrup xxmf,vanilla xxmf syrup xxmf,vanilla xxmf syrup xxmf,vanilla xxmf syrup xxmf,gin,gin,brandy,brandy,gin,gin,gin,gin,gin,gin,gin,vanilla xxmf syrup xxmf,gin,vanilla xxmf syrup xxmf,vanilla xxmf syrup xxmf
0.8772554,0.77075034,0.9266793,0.9094855,0.9431127,0.99368507,0.9947797,0.9901244,0.9956631,0.9953004,0.64976066,0.5395017,0.5072768,0.6486979,0.5497256,0.9896904,0.99536467,0.99451506,0.8755451,0.97903603,0.99147356,0.9802028,0.99132395,0.9782963,0.9919268,0.85592383,0.7724774,0.76199466,0.8657023,0.91683364,0.99736255,0.9884128,0.91177547,0.9867417,0.9942062,0.98859906,0.9414549,0.99088705,0.9959376,0.9945544,0.98282903,0.9524371,0.67077506,0.7837654,0.9410976
test0
test0_brandy_1,test0_brandy_2,test0_brandy_5,test0_brandy_4,test0_brandy_3,test0_gin_1,test0_gin_2,test0_gin_5,test0_gin_4,test0_gin_3,test0_vanilla xxmf syrup xxmf _1,test0_vanilla xxmf syrup xxmf _2,test0_vanilla xxmf syrup xxmf _5,test0_vanilla xxmf syrup xxmf _4,test0_vanilla xxmf syrup xxmf _3
brandy,brandy,brandy,brandy,brandy,gin,gin,gin,gin,gin,gin,gin,vanilla xxmf syrup xxmf,vanilla xxmf syrup xxmf,gin
0.8772554,0.77075034,0.9266793,0.9094855,0.9431127,0.99368507,0.9947797,0.9901244,0.9956631,0.9953004,0.64976066,0.5395017,0.5072768,0.6486979,0.5497256
test
test1_brandy_1,test1_brandy_2,test1_brandy_5,test1_brandy_4,test1_brandy_3,test1_gin_1,test1_gin_2,test1_gin_5,test1_gin_4,test1_gin_3,test1_vanilla xxmf syrup xxmf _1,test1_vanilla xxmf syrup xxmf _2,test1_vanilla xxmf syrup xxmf _5,test1_vanilla xxmf syrup xxmf _4,test1_vanilla xxmf syrup xxmf _3
brandy,brandy,brandy,brandy,brandy,gin,gin,gin,gin,gin,vanilla xxmf syrup xxmf,vanilla xxmf syrup xxmf,vanilla xxmf syrup xxmf,vanilla xxmf syrup xxmf,vanilla xxmf syrup xxmf
0.9896904,0.99536467,0.99451506,0.8755451,0.97903603,0.99147356,0.9802028,0.99132395,0.9782963,0.9919268,0.85592383,0.7724774,0.76199466,0.8657023,0.91683364
