test all
test0_japanese xxmf green xxmf tea_1,test0_japanese xxmf green xxmf tea_2,test0_japanese xxmf green xxmf tea_5,test0_japanese xxmf green xxmf tea_4,test0_japanese xxmf green xxmf tea_3,test0_lactaid xxmf fat xxmf free xxmf milk_1,test0_lactaid xxmf fat xxmf free xxmf milk_2,test0_lactaid xxmf fat xxmf free xxmf milk_5,test0_lactaid xxmf fat xxmf free xxmf milk_4,test0_lactaid xxmf fat xxmf free xxmf milk_3,test0_lactate xxmf reduced xxmf fat xxmf milk_1,test0_lactate xxmf reduced xxmf fat xxmf milk_2,test0_lactate xxmf reduced xxmf fat xxmf milk_5,test0_lactate xxmf reduced xxmf fat xxmf milk_4,test0_lactate xxmf reduced xxmf fat xxmf milk_3,test1_japanese xxmf green xxmf tea_1,test1_japanese xxmf green xxmf tea_2,test1_japanese xxmf green xxmf tea_5,test1_japanese xxmf green xxmf tea_4,test1_japanese xxmf green xxmf tea_3,test1_lactaid xxmf fat xxmf free xxmf milk_1,test1_lactaid xxmf fat xxmf free xxmf milk_2,test1_lactaid xxmf fat xxmf free xxmf milk_5,test1_lactaid xxmf fat xxmf free xxmf milk_4,test1_lactaid xxmf fat xxmf free xxmf milk_3,test1_lactate xxmf reduced xxmf fat xxmf milk_1,test1_lactate xxmf reduced xxmf fat xxmf milk_2,test1_lactate xxmf reduced xxmf fat xxmf milk_5,test1_lactate xxmf reduced xxmf fat xxmf milk_4,test1_lactate xxmf reduced xxmf fat xxmf milk_3,test2_japanese xxmf green xxmf tea_1,test2_japanese xxmf green xxmf tea_2,test2_japanese xxmf green xxmf tea_5,test2_japanese xxmf green xxmf tea_4,test2_japanese xxmf green xxmf tea_3,test2_lactaid xxmf fat xxmf free xxmf milk_1,test2_lactaid xxmf fat xxmf free xxmf milk_2,test2_lactaid xxmf fat xxmf free xxmf milk_5,test2_lactaid xxmf fat xxmf free xxmf milk_4,test2_lactaid xxmf fat xxmf free xxmf milk_3,test2_lactate xxmf reduced xxmf fat xxmf milk_1,test2_lactate xxmf reduced xxmf fat xxmf milk_2,test2_lactate xxmf reduced xxmf fat xxmf milk_5,test2_lactate xxmf reduced xxmf fat xxmf milk_4,test2_lactate xxmf reduced xxmf fat xxmf milk_3
japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,lactaid xxmf fat xxmf free xxmf milk,lactaid xxmf fat xxmf free xxmf milk,japanese xxmf green xxmf tea,lactaid xxmf fat xxmf free xxmf milk,lactaid xxmf fat xxmf free xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,lactate xxmf reduced xxmf fat xxmf milk,lactaid xxmf fat xxmf free xxmf milk,lactaid xxmf fat xxmf free xxmf milk,japanese xxmf green xxmf tea,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,lactaid xxmf fat xxmf free xxmf milk,lactaid xxmf fat xxmf free xxmf milk,lactaid xxmf fat xxmf free xxmf milk,lactaid xxmf fat xxmf free xxmf milk,lactaid xxmf fat xxmf free xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk
0.99132526,0.98707956,0.99837446,0.9953891,0.9975497,0.7803861,0.61168313,0.4562293,0.6362212,0.701433,0.88986784,0.8313896,0.908676,0.91855055,0.80461925,0.9962017,0.9966356,0.9913203,0.99749905,0.9958507,0.6649609,0.5747813,0.66579485,0.5022911,0.48486385,0.69152045,0.57023627,0.9402827,0.4795621,0.64444804,0.9978472,0.99580836,0.99010557,0.98943746,0.99204683,0.6414901,0.7115172,0.6127653,0.4998785,0.87955797,0.67340964,0.6255908,0.6188104,0.6745603,0.57341397
test0
test0_japanese xxmf green xxmf tea_1,test0_japanese xxmf green xxmf tea_2,test0_japanese xxmf green xxmf tea_5,test0_japanese xxmf green xxmf tea_4,test0_japanese xxmf green xxmf tea_3,test0_lactaid xxmf fat xxmf free xxmf milk_1,test0_lactaid xxmf fat xxmf free xxmf milk_2,test0_lactaid xxmf fat xxmf free xxmf milk_5,test0_lactaid xxmf fat xxmf free xxmf milk_4,test0_lactaid xxmf fat xxmf free xxmf milk_3,test0_lactate xxmf reduced xxmf fat xxmf milk_1,test0_lactate xxmf reduced xxmf fat xxmf milk_2,test0_lactate xxmf reduced xxmf fat xxmf milk_5,test0_lactate xxmf reduced xxmf fat xxmf milk_4,test0_lactate xxmf reduced xxmf fat xxmf milk_3
japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,lactaid xxmf fat xxmf free xxmf milk,lactaid xxmf fat xxmf free xxmf milk,japanese xxmf green xxmf tea,lactaid xxmf fat xxmf free xxmf milk,lactaid xxmf fat xxmf free xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk
0.99132526,0.98707956,0.99837446,0.9953891,0.9975497,0.7803861,0.61168313,0.4562293,0.6362212,0.701433,0.88986784,0.8313896,0.908676,0.91855055,0.80461925
test
test1_japanese xxmf green xxmf tea_1,test1_japanese xxmf green xxmf tea_2,test1_japanese xxmf green xxmf tea_5,test1_japanese xxmf green xxmf tea_4,test1_japanese xxmf green xxmf tea_3,test1_lactaid xxmf fat xxmf free xxmf milk_1,test1_lactaid xxmf fat xxmf free xxmf milk_2,test1_lactaid xxmf fat xxmf free xxmf milk_5,test1_lactaid xxmf fat xxmf free xxmf milk_4,test1_lactaid xxmf fat xxmf free xxmf milk_3,test1_lactate xxmf reduced xxmf fat xxmf milk_1,test1_lactate xxmf reduced xxmf fat xxmf milk_2,test1_lactate xxmf reduced xxmf fat xxmf milk_5,test1_lactate xxmf reduced xxmf fat xxmf milk_4,test1_lactate xxmf reduced xxmf fat xxmf milk_3
japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,japanese xxmf green xxmf tea,lactate xxmf reduced xxmf fat xxmf milk,lactaid xxmf fat xxmf free xxmf milk,lactaid xxmf fat xxmf free xxmf milk,japanese xxmf green xxmf tea,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk,lactate xxmf reduced xxmf fat xxmf milk
0.9962017,0.9966356,0.9913203,0.99749905,0.9958507,0.6649609,0.5747813,0.66579485,0.5022911,0.48486385,0.69152045,0.57023627,0.9402827,0.4795621,0.64444804
